Organisation Code,Name,Address,Contact Telephone Number,Number of patients registered at the GP practice,Latitude,Longitude,GP Patient Number Quintile
F84710,Island Health,"Island Health, 145 East Ferry Road, Isle Of Dogs, London, E14 3BQ",020 73631111,9316,51.495296998155716,-0.0132938878276871,4
F84711,Rosewood Practice,"Rosewood Practice, 1A Fountayne Road, London, N16 7EA",020 76834847,4303,51.56442023163135,-0.0651448332809361,2
F84714,St. Paul'S Way Medical Ctr,"First Floor, 11 Selsey Street, London, E14 7LJ",020 75380833,5860,51.51786237985586,-0.0244829938080497,2
F84716,The Allerton Road Surgery,"34A Allerton Road, Stoke Newington, London, N16 5UF",020 88022882,2962,51.56572395449951,-0.0903830888981056,1
F84717,Royal Docks Medical Practice,"Royal Docks Medical Ctre, 21 East Ham Manor Way, Beckton, London, E6 5NA",020 75114466,3192,51.51006293644925,0.062089971772465,1
F84718,The Blithehale Med.Ctr.,"Blithehale Health Centre, 10-22 Dunbridge Street, London, E2 6JA",020 77395497,6606,51.523774739951975,-0.0651960815971299,3
F84719,Latimer Health Centre,"Latimer Health Centre, 4 Homerton Terrace, Off Morning Lane,Hackney, London, E9 6RT",020 89852249,7903,51.546589792450845,-0.0495027301877923,3
F84720,Healy Medical Centre,"Healy Medical Centre, 200 Upper Clapton Road, London, E5 9DH",020 88061550,17568,51.56638834920216,-0.0597917428103416,5
F84724,Woodgrange Medical Practice,"Woodgrange Med Practice, 40 Woodgrange Road, Forest Gate, London, E7 0QH",020 82213100,1811,51.54855977689858,0.0252143038587269,1
F84729,The Manor Park Practice,"The Surgery, 778 Romford Road, Manor Park, London, E12 5JG",020 84780533,14660,51.55339807078314,0.0558534298405179,5
F84730,The Vicarage Lane Surgery,"Vicarage Lane Health Ctr, 10 Vicarage Lane, Stratford, London, E15 4ES",020 85362244,11854,51.54149158579622,0.0100073793257139,5
F84731,St. Katherine'S Dock Practice,"12-14 Nightingale House, 50 Thomas More Street, London, E1W 1UA",020 74883653,7373,51.5071804,-0.0682198,3
F84733,Health E1,"9 - 11 Brick Lane, London, E1 6PU",020 72470090,8439,51.51837165451547,-0.0715380187087058,4
F84735,The Azad Practice,"Boleyn Medical Centre, 152 Barking Road, East Ham, London, E6 3BD",020 84758550,3573,51.5313615,0.0452445,1
F84739,E12 Medical Centre,"243 High Street North, Manor Park, London, E12 6SJ",020 84702500,2665,51.54039932290733,0.0504164359063199,1
F84740,Newham Transitional Practice,"Newham Transitional Prac, 30 Church Road,The Centre, Manor Park, London, E12 6AQ",020 85537460,7971,51.54778475419264,0.0538331184707544,3
F84741,Dr T Krishnamurthy,"East Ham Memorial Hpl, Shrewsbury Road, Forest Gate, London, E7 8QR",020 85866555,6930,51.53958758364311,0.0453595730479787,3
F84742,The Summitt Practice,"East Ham Memorial Bldg, Shrewsbury Road, Forest Gate, London, E7 8QR",020 85522299,10588,51.53958758364311,0.0453595730479787,4
F84747,The Barkantine Practice,"Barkantine Centre, 121 Westferry Road, London, E14 8JH",020 75104000,4975,51.50018981808134,-0.0257042513455858,2
F84749,Carpenters Practice,"236-252 High Street, Stratford, London, E15 2JA",020 85348057,8525,51.5372425,-0.0032347,4
F84750,Community Dermatology Clinic,"Appleby Centre, 63 Appleby Road, Canning Town, London, E16 1LQ",020 74457000,14831,51.51099124034109,0.0162495129129041,5
F85002,Medicus Health Partners,"Forest Primary Care Ctr, 308A Hertford Road, Edmonton, London, N9 7HD",020 83444550,8218,51.633471510280685,-0.0529555842040717,3
F85004,Eagle House Surgery,"Eagle House Surgery, 291 High Street, Ponders End, Enfield, Middlesex, EN3 4DN",020 88058611,8935,51.64790193210529,-0.0461862627353915,4
F85007,Lawrence House Surgery,"Lawrence House Surgery, 107 Philip Lane, Tottenham, London, N15 4JR",020 88016640,2578,51.589102644404704,-0.0787056801699898,1
F85008,Staunton Group Practice,"Morum House Medical Ctr, 3-5 Bounds Green Road, Wood Green, London, N22 8HE",020 38057300,6648,51.59891788444306,-0.1121257969774774,3
F85010,Keats Surgery,"Keats Surgery, 290A Church Street, Edmonton, London, N9 9HJ",020 88072051,7133,51.62886483113199,-0.0769105301762128,3
F85013,Tynemouth Medical Practice,"Tynemouth Med Practice, Tynemouth Road, Tottenham, London, N15 4RH",020 88084904,4759,51.586252585832774,-0.068331478853347,2
F85014,Highgate Group Practice,"Highgate Group Practice, 44 North Hill, Highgate, London, N6 4QA",020 83406628,4774,51.57787749861677,-0.1524932348471532,2
F85016,Cockfosters Medical Ctre,"Cockfosters Medical Ctre, Heddon Court Avenue, Cockfosters, Barnet, Hertfordshire, EN4 9NB",020 84417008,3999,51.64844531147767,-0.1487759381792247,1
F85017,Charlton House Medical Centre,"Charlton House Med Ctr, 581 High Road, Tottenham, London, N17 6SB",020 88082837,4234,51.59544516309478,-0.0690812801968361,2
F85019,Morris House Group Practice,"239 Lordship Lane, Tottenham, London, N17 6AA",020 31433600,5773,51.597763151892,-0.082050988002961,2
F85020,The Woodberry Practice,"The Woodberry Practice, 1 Woodberry Avenue, Winchmore Hill, London, N21 3LE",020 88862751,4125,51.627250705995166,-0.1003849671244744,2
F85023,The Ordnance Unity Centre For Health,"645 Hertford Road, Enfield, Middlesex, EN3 6ND",01992 761185,3562,51.67276085215042,-0.0389270506803255,1
F85025,White Lodge Medical Practice,"105-109 Chase Side, Enfield, EN2 6NL",020 83634156,5204,51.6543325,-0.0808805,2
F85028,Bruce Grove Primary Health Care Ctr,"The Surgery, 461-463 High Road, Tottenham, London, N17 6QB",020 88084710,3327,51.59200199659855,-0.0701665185679529,1
F85029,Abernethy House Surgery,"Abernethy House Surgery, 70 Silver Street, Enfield, Middlesex, EN1 3EB",020 83704940,3024,51.65454325,-0.081131525,1
F85030,Somerset Gardens Family Health Centre,"Somerset Gdns Fam Hth Ctr, 4 Creighton Road, Tottenham, London, N17 8NW",020 82756410,4629,51.60533816802093,-0.0734713414326079,2
F85031,Westbury Medical Centre,"The Surgery, 205 Westbury Avenue, Wood Green, London, N22 6RX",020 88883021,2620,51.5980098,-0.0934014,1
F85032,Southgate,"The Surgery, 270 Chase Side, Southgate, London, N14 4PR",020 84409301,3392,51.6403025,-0.14265970000000006,1
F85033,Winchmore Hill Practice,"808 Green Lanes, Winchmore Hill, London, N21 2SA",020 83505000,5200,51.6332477,-0.0937945,2
F85034,Arcadian Gardens Surgery,"1 Arcadian Gardens, Wood Green, London, N22 5AB",020 88884142,5854,51.60672683324012,-0.1107733097541682,2
F85035,Highlands Practice,"Highlands Health Centre, 3 Florey Square, Winchmore Hill, London, N21 1UJ",020 83609044,3431,51.646336919070905,-0.1106881513318848,1
F85039,Rainbow Practice,"Evergreen Primary Cre Ctr, 1 Smythe Close, Edmonton, N9 0TW",020 88878329,17145,51.6237762,-0.0603112,5
F85043,Boundary Court Surgery,"The Surg, Evergreen Pcc, 1 Smythe Close, Edmonton, London, N9 0TW",020 88879938,6555,51.6237762,-0.0603112,3
F85044,The Bounces Road Surgery,"Forest Primary Care Ctr, 308A Hertford Road, Edmonton, London, N9 7HD",020 83448077,2234,51.633471510280685,-0.0529555842040717,1
F85046,Hornsey Park Surgery,"The Surgery, 114 Turnpike Lane, Hornsey, N8 0PH",020 88882227,3776,51.58927467662926,-0.1092309576410669,1
F85052,Spur Road Surgery,"The Surgery, 1 Spur Road, Tottenham, London, N15 4AA",020 88009837,14383,51.586597165977295,-0.0866209116995061,5
F85058,Nightingale House Surgery,"Nightingale House Surgery, 1 Nightingale Road, Edmonton, London, N9 8AJ",020 88059997,9485,51.632957960056935,-0.0459877070284227,4
F85060,Havergal Surgery,"Havergal Surgery, 9-10 Havergal Villas, Green Lanes, Tottenham, N15 3DY",020 88886662,6757,51.589194189280214,-0.102016229830371,3
F85061,Christchurch Hall Surgery,"Christchurch Hall Surgery, 20 Edison Road, London, N8 8AE",020 83402877,8267,51.577920991293276,-0.1257223381958608,3
F85063,The Muswell Hill Practice,"The Muswell Hill Practice, 1 Dukes Avenue, Muswell Hill, London, N10 2PS",020 83653303,6794,51.591790918215295,-0.1416494078439502,3
F85064,Stuart Crescent Health Centre,"8 Stuart Crescent, Wood Green, London, N22 5NJ",020 88891115,18193,51.600623854374895,-0.1098505637485822,5
F85065,Stuart Crescent Medical Practice,"Stuart Crescent Hlth Ctre, 8 Stuart Crescent, Wood Green, London, N22 5NJ",020 36971760,7989,51.600623854374895,-0.1098505637485822,3
F85066,Bounds Green Group Practice,"Bounds Green Group Pract, Gordon Rd,Bounds Green, New Southgate, London, N11 2PF",020 88881736,4757,51.6069109,-0.126948,2
F85067,The 157 Medical Practice,"The 157 Medical Practice, 157 Stroud Green Road, Finsbury Park, London, N4 3PZ",020 72728823,7266,51.57005890422384,-0.1143285260532757,3
F85069,Crouch Hall Road Surgery,"Crouch Hall Road Surgery, 48 Crouch Hall Road, Hornsey, London, N8 8HJ",020 83405952,5396,51.5796126,-0.126407,2
F85071,Fernlea Surgery,"114 High Road, South Tottenham, London, N15 6JR",020 88096445,12912,51.578538332190895,-0.0727863953848689,5
F85072,Grovelands Medical Centre,"Grovelands Medical Centre, 1 Grovelands Road, Palmers Green, London, N13 4RJ",020 88824556,19967,51.62068524747705,-0.1120282783516474,5
F85615,Tottenham Health Centre,"759 High Road, Tottenham, London, N17 8AH",020 88089891,8564,51.60476162716421,-0.0684846689742526,4
F85623,Grove Road Surgery,"1 Grove Road, Tottenham, London, N15 5HJ",020 88009781,8450,51.58123813653763,-0.0816932139432247,4
F85625,Bincote Surgery,"Bincote Surgery, 11 Bincote Road, Enfield, Middlesex, EN2 7RD",020 83630585,8176,51.65304885136688,-0.1092380845133342,3
F85628,Dowsett Road Surgery,"The Surgery, 57 Dowsett Road, Tottenham, London, N17 9DL",020 88084203,10814,51.59485633417869,-0.0643858318524237,4
F85634,East Enfield Practice,"The Surgery, 340 High Street, Enfield, EN3 4DE",020 83449710,3732,51.64889946493422,-0.0465534187232899,1
F85640,Cheshire Road Surgery,"The Surgery, 22 Cheshire Road, Wood Green, London, N22 8JJ",020 88888378,5261,51.60719181750808,-0.1134528987349283,2
F85642,The North London Health Centre,"North London Health Ctr., Broomfield Avenue, Palmers Green, London, N13 4JJ",020 88863631,3038,51.6185336,-0.1118079,1
F85650,Morecambe Surgery,"Morecambe Surgery, 1 Morecambe Terrace, Upper Edmonton, London, N18 1LA",020 88030020,6339,51.617188,-0.0857786999999999,3
F85663,Latymer Road Surgery,"The Surgery, 2A Latymer Road, Edmonton, London, N9 9PU",020 88075363,5858,51.6269875332973,-0.0668082298807676,2
F85666,Dr Me Silver'S Practice,"234 Fore Street, Edmonton, London, N18 2LY",020 88036705,4125,51.61601381297908,-0.0637313301547821,2
F85669,West Green Road Surgery,"339-341 West Green Road, Tottenham, London, N15 3PB",020 88819606,4131,51.5859883,-0.09222285,2
F85675,The Alexandra Surgery,"The Alexandra Surgery, 125 Alexandra Park Road, Wood Green, London, N22 7UN",020 88882518,5114,51.59914451031813,-0.1371075550171683,2
F85676,Boundary House Surgery,"Forest Primary Care Ctr, 308A Hertford Road, Edmonton, London, N9 7HD",020 83443120,2250,51.633471510280685,-0.0529555842040717,1
F85678,Town Surgery,"The Surgery, 37 Cecil Road, Enfield, Middlesex, EN2 6TJ",020 30921662,3314,51.650217385646656,-0.0838779747858049,1
F85682,Chalfont Road Surgery,"Evergreen Primary C.C., 1St Floor 1 Smythe Close, Edmonton, London, N9 0TW",020 88074505,2335,51.6237762,-0.0603112,1
F85687,Oakwood Medical Centre,"Oakwood Medical Centre, Malcolms Way,Reservoir Rd, Southgate, London, N14 4AQ",020 88861115,4004,51.646534141870305,-0.1342694126608671,1
F85688,Rutland House Surgery,"Rutland House Surgery, 40 Colney Hatch Lane, Muswell Hill, London, N10 1DU",020 88838214,4278,51.5951849,-0.1445254,2
F85697,The Old Surgery,"572 Green Lanes, Hornsey, London, N8 0RP",020 88026250,5130,51.5836291,-0.09972855,2
F85700,Arnos Grove Medical Centr,"Arnos Grove Medical Centr, 269 Bowes Road, Southgate, N11 1BD",020 83684455,3596,51.61547598085919,-0.1298378067981659,1
F85701,Gillan House Surgery,"Gillan House Surgery, 457 Green Lanes, Palmers Green, London, N13 4BS",020 88829393,6201,51.494568,-0.1478202,3
F85705,Js Medical Practice,"107 Philip Lane, Tottenham, London, N15 4JR",020 88087968,8024,51.589102644404704,-0.0787056801699898,3
F86001,The Firs,"The Firs, 26 Stephenson Road, Walthamstow, London, E17 7JT",020 82239840,13329,51.580309336387494,-0.0350737716231687,5
F86004,Handsworth Medical Practice,"The Health Centre, Handsworth Avenue, Highams Park, London, E4 9PD",020 30069216,4640,51.6076700371559,0.0005368130430652,2
F86005,The Penrhyn Surgery,"Penrhyn Surgery, 2A Penrhyn Avenue, Walthamstow, London, E17 5DB",020 85272563,5977,51.59712419956644,-0.0234854301495161,2
F86006,Dr S Phillips And Dr M Patel Practice,"266 Lea Bridge Road, Leyton, London, E10 7LD",020 85391221,11460,51.56947693333333,-0.0271506666666666,4
F86007,The Forest Edge Practice,"The Forest Edge Practice, Hainault Health Centre, Manford Way, Chigwell, Essex, IG7 4DF",020 85009938,5910,51.60786171785179,0.1043478301309362,2
F86008,Gants Hill Medical Centre,"63/65 Ethelbert Gardens, Gants Hill, Ilford, Essex, IG2 6UW",020 85503740,7244,51.57715733294847,0.0644517484939222,3
F86009,The Palms Medical Centre,"The Palms Medical Centre, 97-101 Netley Road, Newbury Park, Ilford, Essex, IG2 7NW",020 85546817,11359,51.57698298997249,0.0885319041727881,4
F86010,Fullwell Cross Med. Ctr.,"Fullwell Cross Med. Ctr., 1 Tomswood Hill, Barkingside, Ilford, Essex, IG6 2HG",020 85000240,16257,51.59462114923303,0.0837822615208101,5
F86011,The Manor Practice,"The Manor Practice, 454 Lea Bridge Road, Leyton, London, E10 7DY",020 85398950,9382,51.571148,-0.022519,4
F86012,Rydal,"Rydal, 375 High Road, Woodford Green, Essex, IG8 9QJ",020 85040532,8810,51.60845865,0.02002185,4
F86013,The Broadway Surgery,"The Broadway Surgery, 3 Broadway Gardens, Monkhams Avenue, Woodford Green, IG8 0HF",020 85053204,14272,51.60855452258225,0.0333223250494315,5
F86018,The Ecclesbourne Practice,"Ecclesbourne, 1 Warwick Terrace, Lea Bridge Road, Leyton, London, E17 9DP",020 85392077,3676,51.58075998311579,-0.0010685761994944,1
F86020,Glebelands Practice,"2 Glebelands Avenue, South Woodford, London, E18 2AB",020 89896272,9485,51.592491624509144,0.0249455833407598,4
F86022,Ilford Medical Centre,"Ilford Medical Centre, 61 Cleveland Road, Ilford, Essex, IG1 1EE",020 85147761,15262,51.5563853,0.0730636,5
F86023,The Evergreen Surgery,"The Evergreen Surgery, 26 High Street, Wanstead, London, E11 2AQ",020 85188746,5418,51.578041361445464,0.0255951493175606,2
F86025,Oak Tree Medical Centre,"Oak Tree Medical Centre, 273-275 Green Lane, Seven Kings, Ilford, Essex, IG3 9TJ",020 85993977,11823,51.56068920000001,0.0963437,5
F86026,The Forest Surgery,"Forest Surgery, 2 Macdonald Road, Walthamstow, London, E17 4BA",020 84984988,12646,51.59472577864965,-0.0050366346990404,5
F86028,Chadwell Heath Surgery,"72-74 Chadwell Heath Lane, Chadwell Heath, Romford, Essex, RM6 4AF",020 85861430,6757,51.57355996347079,0.1249158088136955,3
F86030,Queens Road Medical Centre,"48 Queens Road, Walthamstow, London, E17 8PX",020 85202625,17633,51.57943213189082,-0.0216217564267904,5
F86032,Wanstead Place Surgery,"Wanstead Place Surgery, 45 Wanstead Place, Wanstead, London, E11 2SW",020 89891968,2642,51.57743600086653,0.0248377904878413,1
F86034,"Green Lane, Goodmayes Medical Practice","595 Green Lane, Goodmayes, Ilford, Essex, IG3 9RN",0844 3878590,5359,51.56331551754995,0.1135591321729763,2
F86036,The Allum Medical Centre,"The Allum Medical Centre, Fairlop Road, Leytonstone, London, E11 1BN",020 85392513,8410,51.56992339001146,0.0034589892987290003,3
F86038,Sma Medical Practice,"Sma Medical Practice, 693-695 High Road, Leyton, London, E10 6RA",020 85392078,15158,51.57125585,-0.0087394,5
F86040,Dr A Arif,"620 Longbridge Road, Goodmayes, Dagenham, Essex, RM8 2AJ",020 36687497,3246,51.551394932271975,0.1153432933119844,1
F86042,Balfour Road Surgery,"92 Balfour Road, Ilford, Essex, IG1 4JE",020 84780209,5484,51.56304334617778,0.0759176382993195,2
F86044,Crawley Road Medical Centre,"Crawley Road Medical Ctr., 479 High Road, Leyton, London, E10 5EL",020 85391880,10198,51.5629373,-0.0109734,4
F86045,High Road Surgery,"287 High Road, Leytonstone, London, E11 4HH",020 85328460,10688,51.55350249326882,0.0050753931576524,4
F86057,The Willows Practice,"The Willows Practice, Hainault Health Centre, Manford Way, Chigwell, Essex, IG7 4DF",020 85015051,9194,51.60786171785179,0.1043478301309362,4
F86058,St James Medical Practice Limited,"St James Health Centre, 47 St James Street, Walthamstow, London, E17 7NH",020 32330870,13072,51.580380139329726,-0.0320494540293513,5
F86060,Newbury Group Practice,"Newbury Group Practice, Newbury Park Health Ctre, 40 Perrymans Farm Road, Newbury Park, IG2 7LE",020 85541094,9335,51.5764348471243,0.0859810900627778,4
F86062,Grove Surgery,"Grove Surgery, 103-105 Grove Road, Walthamstow, London, E17 9BU",0844 4452221,7729,51.579229031686964,-0.0126882843061691,3
F86064,The Elmhurst Practice,"South Woodford Health Ctr, 114 High Road, South Woodford, London, E18 2QS",020 84913310,8437,51.59744199240207,0.0217367538876187,4
F86066,Southdene Surgery,"Southdene Surgery, The Shrubberies, George Lane, South Woodford, London, E18 1BD",020 85303731,13808,51.59471575,0.02440075,5
F86074,Leyton Healthcare 4Th Floor,"4Th Fl Oliver Rd Med Ctr, 75 Oliver Road, Leyton, London, E10 5LG",020 84308282,10296,51.559894072925,-0.0133132609070483,4
F86078,The Ridgeway Surgery,"The Ridgeway Surgery, 1 Mount Echo Avenue, Chingford, London, E4 7JX",020 85237722,12376,51.628702365613925,-0.0110308460908764,5
F86081,Kenwood Medical,"Kenwood Gardens, Ilford, Essex, IG2 6YG",020 85512341,7598,51.581412606753176,0.0720059642627656,3
F86082,Ilford Lane Surgery,"1St Fl,Loxford Polyclinic, 417 Ilford Lane, Ilford, Essex, IG1 2SN",020 84781366,16351,51.54651268033001,0.0769029662077294,5
F86083,The Eastern Avenue Medical Centre,"737 A Cranbrook Road, Ilford, IG2 6RJ",020 85504532,5253,51.58105466958762,0.073433072398074,2
F86085,Hainault Surgery,"34 New North Road, Hainault, Ilford, Essex, IG6 2XG",020 85013431,8466,51.602178658555886,0.0861066296137754,4
F86086,Dr Dhital Practice,"Wood Street Health Centre, 6 Linford Rd-Off Wood St, Walthamstow, London, E17 3LA",020 84307750,2790,51.587740278523434,-0.0030323184937899,1
F86087,Goodmayes Medical Centre,"4 Eastwood Road, Goodmayes, Ilford, Essex, IG3 8XB",020 85901169,3226,51.567625840690795,0.1099063079742703,1
F86088,The Lyndhurst Surgery,"The Lyndhurst Surgery, 53 Lyndhurst Drive, Leyton, London, E10 6JB",020 85391663,10614,51.57196370163492,-0.0038687716830671,4
F86607,Addison Road Medical Practice,"Comely Bank Clinic, 46 Ravenswood Road, Walthamstow, London, E17 9LY",020 84307171,6596,51.58269052011007,-0.0099925223573497,3
F86612,The Fullwell Avenue Surgery,"The Surgery, 272 Fulwell Avenue, Clayhall, Ilford, Essex, IG5 0SB",020 85509988,11184,51.596365586156104,0.0721089454553894,4
F86616,The Old Church Surgery,"Silverthorn Centre, 2 Friars Close, Chingford, London, E4 6UN",020 85295543,10694,51.620088853430396,-0.001049633511444,4
F86621,Dr Mohammed Green Man Medical Centre,"Green Man Medical Centre, 1 Hanbury Drive, Leytonstone, London, E11 1GA",020 89892606,8255,51.571506282874225,0.0150010381366399,3
F86624,The Heathcote Primary Care Centre,"The Heathcote Pcc, Kenwood Gardens, Ilford, Essex, IG2 6YG",020 85506362,11525,51.59436042236685,0.0619698180728346,5
F86625,Ll Medical Care Ltd,"Langthorne Health Centre, 13 Langthorne Road, Leytonstone, London, E11 4HX",020 85392858,2994,51.5554417,0.0021076,1
F86626,Dr Shantir Practice,"Forest Road Medical Ctre, 354-358 Forest Road, Walthamstow, London, E17 5JL",020 85207115,2613,51.5896966764608,-0.0261754256463416,1
F86627,Churchill Medical Centre,"Churchill Medical Centre, 1 Churchill Terrace, Chingford, London, E4 8DG",020 84307020,3535,51.61829093003952,-0.0183748169294451,1
F86637,Seven Kings Practice,"Seven Kings Health Centre, 1 Salisbury Road, Seven Kings, Ilford, Essex, IG3 8BG",020 85901320,7086,51.56346283850383,0.096829016417162,3
F86638,The Microfaculty,"107-109 Chingford Mount, Road, Chingford, London, E4 8LT",020 85241230,9083,51.61180929982786,-0.0182353613839633,4
F86641,The Shrubberies Medical Centre,"The Shrubberies Med Ctr, 12 The Shrubberies, South Woodford, London, E18 1BD",020 85304108,5477,51.59471575,0.02440075,2
F86642,Castleton Road Health Centre,"19 Castleton Road, Goodmayes, Ilford, Essex, IG3 9QW",020 85999951,9181,51.56393466618597,0.1126355600111997,4
F86644,Waltham Forest Comm & Fam Hth Serv Ltd,"Wood Street Medical Ctre, 6 Linford Road, Walthamstow, London, E17 3LA",020 84307710,4933,51.587740278523434,-0.0030323184937899,2
F86650,Lime Tree Surgery,"Lime Tree Surgery, 321 High Road, Leytonstone, London, E11 4JT",020 85199914,7696,51.555454975,0.005415075,3
F86652,The Drive Surgery,"68 The Drive, Cranbrook, Ilford, Essex, IG1 3HZ",020 85543014,7052,51.56763365159835,0.0603839977176789,3
F86657,York Road Surgery,"55 York Road, Ilford, Essex, IG1 3AF",020 85140906,16894,51.55916519408741,0.0658585428687599,5
F86658,Queen Mary Practice,"South Woodford Health Ctr, 114 High Road, South Woodford, London, E18 2QS",020 84913303,2745,51.59744199240207,0.0217367538876187,1
F86664,Larkshall Medical Centre,"Larkshall Medical Centre, 1 Larkshall Road, Chingford, London, E4 7HS",020 85246355,2609,51.62694466652192,0.0029649436817361,1
F86666,Harrow Road GP Centre,"Harrow Road GP Centre, 2-8 Harrow Road, Leytonstone, London, E11 3QE",020 30787770,5669,51.559537951630475,0.0128561226413033,2
F86679,Higham Hill Medical Centre,"258-260 Higham Hill Road, Walthamstow, London, E17 5RQ",020 85272677,18187,51.594944989076154,-0.0346612759962198,5
F86689,The Bailey Practice,"107 Shernhall Street, Walthamstow, London, E17 9HS",020 85205138,4293,51.58384682374569,-0.0072742216007115,2
F86691,Clayhall Clinic,"14 Clayhall Avenue, Clayhall, Ilford, Essex, IG5 0LG",020 85513193,5741,51.59125205810072,0.0514476902203974,2
F86692,Mathukia'S Surgery,"281 Ilford Lane, Ilford, Essex, IG1 2SF",020 85539577,6069,51.54975306722743,0.0753558026987706,3
F86696,Francis Road Medical Centre,"Francis Road Medical Ctre, 94 Francis Road, Leyton, London, E10 6PP",020 85393131,9829,51.56216947726284,-0.0039228117508152,4
F86698,Cranbrook Surgery,"737 A Cranbrook Road, Ilford, IG2 6RJ",020 85547111,5658,51.58105466958762,0.073433072398074,2
F86700,Kings Head Medical Practice,"Kings Head Medical Pract, 178 Kings Head Hill, Chingford, London, E4 7NX",020 85293501,5221,51.635687607625115,-0.0114477956107889,2
F86701,Kiyani Medical Practice,"Langthorne Health Centre, 13 Langthorne Road, Leytonstone, London, E11 4HX",020 85585858,9119,51.5554417,0.0021076,4
F86702,St Clement'S Surgery,"38 Bathurst Road, Ilford, Essex, IG1 4LA",020 85541371,7868,51.56376205488842,0.0729059748857359,3
F86703,The Redbridge Surgery,"49 Windermere Gardens, Redbridge, Ilford, Essex, IG4 5BZ",020 85511513,4166,51.57765137565461,0.0537216990370514,2
F86705,Langthorne Sharma Family Practice,"Langthorne Health Centre, 13 Langthorne Road, Leytonstone, London, E11 4HX",020 84307500,6155,51.5554417,0.0021076,3
F86707,Fence Piece Road Medical Centre,"83 Fencepiece Road, Hainault, Ilford, Essex, IG6 2NB",020 85003526,6820,51.60024984771646,0.0843564432703343,3
F86708,Claremont Medical Centre,"Claremont Medical Centre, 29-31 Claremont Road, Walthamstow, London, E17 5RJ",020 85271888,8728,51.59435712023639,-0.0338131747198758,4
F86712,Hampton Medical Centre,"Hampton Medical Centre, 1 Pretoria Road, Leytonstone, London, E11 4BB",020 85393232,12358,51.56644901276257,-4.131367494560497e-05,5
F86731,Aldersbrook Medical Centre,"65 Aldersbrook Road, Manor Park, London, E12 5DL",020 85188080,7809,51.5610878,0.0374463,3
G83001,Manor Brook Pms,"Manor Brook Medical Ctr., 117 Brook Lane, Blackheath, London, SE3 0EN",020 88569720,4473,51.46917330062456,0.0250518485143552,2
G83002,The Westwood Surgery,"The Westwood Surgery, 24 Westwood Lane, Welling, Kent, DA16 2HE",020 83035353,13266,51.46317581792857,0.0972960580058055,5
G83004,Barnard Medical Group,"Barnard Medical Practice, 43 Granville Road, Sidcup, Kent, DA14 4TA",020 83027721,5631,51.427919590309905,0.1055496616839776,2
G83006,The Albion Surgery,"The Albion Surgery, 6 Pincott Road, Bexleyheath, Kent, DA6 7LP",020 83048334,18164,51.45404888461554,0.1474146054426103,5
G83009,Bellegrove Surgery,"174 Bellegrove Road, Welling, Kent, DA16 3RE",020 88561770,13050,51.464560669978674,0.095790270711087,5
G83010,Northumberland Heath Med.Ctr.,"Northumberland Heath, Med.Ctr., Hind Crescent, Northumberland Heath, Erith, Kent, DA8 3DB",01322 336556,10336,51.476926702974396,0.1660008742682476,4
G83012,Gallions Reach Health Centre,"Thamesmead Med Associates, Gallions Reach Health Ctr, Bentham Road, Thamesmead, SE28 8BE",020 83335000,4744,51.505664550177634,0.1094634337451829,2
G83013,Blackheath Standard Pms,"Blackheath Surgery, 11-13 Charlton Road, Blackheath, London, SE3 7HB",020 82692040,6044,51.47813372986018,0.0197973219544452,3
G83015,Eltham Palace Pms,"Eltham Palace Surgery, 30 Passey Place, Eltham, London, SE9 5DQ",020 82948150,9119,51.45019435,0.05393135,4
G83016,Royal Arsenal Medical Centre,"Royal Arsenal Medical Ctr, 21 Arsenal Way, Plumstead, London, SE18 6TE",020 88540356,4723,51.493491656693706,0.0734764052424087,2
G83018,Lakeside Medical,"Lakeside Medical, Yarnton Way, Abbey Wood, London, SE2 9LH",020 81020488,7709,51.49651823456186,0.1224542427871747,3
G83019,Plumstead H/C Pms,"Plumstead Health Centre, Tewson Road, Plumstead, London, SE18 1BB",020 83165472,4961,51.485950336064775,0.0920033015986679,2
G83021,Vanbrugh Group Practice,"Level 2,The Greenwich Ctr, 12 Lambarde Square, Greenwich, London, SE10 9GB",020 83126090,4505,51.48606963336222,0.0085529880867488,2
G83024,Ingleton Avenue Surgery,"84 Ingleton Avenue, Welling, Kent, DA16 2JZ",020 83031655,4510,51.45400728828614,0.1040870785605313,2
G83025,Welling Medical Practice,"Welling Medical Practice, 2 Danson Crescent, Welling, Kent, DA16 2AT",020 83017889,3756,51.46084402922003,0.1079717389522428,1
G83026,Triveni Pms,"Escreet Grove Surgery, Escreet Grove, Woolwich, London, SE18 5TE",020 88540157,4741,51.490321383545115,0.0584375739288339,2
G83027,Everest Health Partnership,"Sherard Road Medical Ctr., 71 Sherard Road, Eltham, London, SE9 6ER",020 88502120,5572,51.454705554801556,0.0494743926636076,2
G83028,Bexley Group Practice,"Bexley Group Practice, 76-78 Upper Wickham Lane, Welling, Kent, DA16 3HQ",020 36910730,3186,51.46583176087272,0.1096557712595771,1
G83029,Plas Meddyg Surgery,"Plas Meddyg Surgery, 40 Parkhill Road, Bexley, Kent, DA5 1HU",01322 470595,8193,51.44284544506511,0.1443706350362881,3
G83030,All Saints Medical Centre Pms,"All Saints Medical Centre, 13A Ripon Road, Plumstead, London, SE18 3PS",020 88543964,9687,51.479132198459645,0.0662290693218017,4
